	('ML1', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: follicular_carcinoma', 'gender: F')	('TT2609C02', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: follicular_carcinoma', 'gender: M')	('TT-2', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: medullary_carcinoma', 'gender: F')	('BHT101', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: anaplastic_carcinoma', 'gender: F')	('CAL62', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: anaplastic_carcinoma', 'gender: F')	('FTC133', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: follicular_carcinoma', 'gender: M')	('FTC238', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: follicular_carcinoma', 'gender: M')	('8305C', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: anaplastic_carcinoma', 'gender: F')	('8505C', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: anaplastic_carcinoma', 'gender: F')	('BCPAP', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: papillary_carcinoma', 'gender: F')	('CGTHW1', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: follicular_carcinoma', 'gender: F')	('SW579', 'tissue: thyroid', 'histology: carcinoma', 'sub-histology: anaplastic_carcinoma', 'gender: M')
('NEFM', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): True<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	-0.6350972942643732	-0.4834745632730724	1.9567077628364598	-0.5962952787836422	-0.5341335626902813	-0.45357716913617285	-0.5714819448482534	-0.5793144202058467	-0.48540312598496077	-0.5085568478120576	1.8656082618595133	1.0250181823026852
('LNX1', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	-0.3994419134774737	-0.10902149144415614	1.4219313235742157	-0.2990245425788541	-0.8341224240439679	0.3631647835256171	-0.6637130472798504	-0.6019801056755034	-0.9382919272373916	-1.034598057808061	1.9635494967980693	1.1315479056473585
('SULF1', 'extracellular matrix organization (GO:0030198): True<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): True<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	1.5193231853016576	1.3213593194686468	1.428156068581166	-0.8868335224642714	-0.855116293486554	-0.08091138997940353	-0.8503441375519164	-0.818068774495389	0.852931442210389	-0.7919047135255745	-0.7956253986970475	-0.04296578536170682
('SFTA3', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	1.303942148183654	1.136139793314717	1.3500541018604015	-0.9565780184421311	-0.9267120015414263	0.5430650216803521	-0.908050778385163	-0.9598913643438375	0.7779186621714226	0.4222217054573138	-0.8814129718772926	-0.9006962980780086
('MATN2', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	0.681278301869348	0.4326179224097516	2.0302628484483702	-1.107954164902572	-0.6470252261301354	1.3422437317674563	-0.45112113391518716	-0.6775336760203315	0.5654117110318787	-0.336167315841443	-0.8634935294054612	-0.9685194693116799
('EPB41L3', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	0.9887058620883745	0.9422909172000012	0.6588730056339396	-1.2947101798245033	-1.2398844683109154	0.1800550453037112	0.4523667113609706	-0.6865625133094029	1.623020199177289	0.272402194765674	-0.5797935863396165	-1.3167631877455193
('ALDH1A1', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	1.9475163923047385	-0.7596366561611222	1.0650314538289667	-0.4892335321725505	-0.8153844656786613	-0.6724802581850433	-0.3365961428692422	-0.6621974117538203	1.3939658030374695	0.7742714021078211	-0.7055031060011523	-0.7397534784573999
('SCG2', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): True<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): True<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): True<p> Pval 9.5698292793e-09</p>')	1.044283059498067	-0.474806855727384	1.776005761342198	-1.2061620757806553	-1.2292454550943015	-0.14545516969827152	-0.4817365123550039	0.11178026318374214	0.7807977050929119	1.2444741513621052	-0.9666510392010873	-0.45328383262232175
('BEX1', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	0.015331116788047284	-0.6283572596743648	1.7200223066481128	-0.9269199612669278	-0.7945593079124882	0.9758378377466018	1.0684417086848155	-0.9983816590390882	1.0314618773305233	0.4385524394213058	-0.9771626544795543	-0.9242664442469803
('PNMAL1', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	1.2944169459530281	1.1731372600850385	1.4121359373658704	-1.0210513594483392	0.40836574449272267	0.13693890940347875	-1.097873361205757	-1.1487071286717738	-0.15066592923240033	0.7655786466290767	-0.990779412540625	-0.7814962528303089
('TSPYL5', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	1.22552528807628	0.7388276707535605	1.1497606699158218	-0.17001764079380413	1.2848700878561508	-0.05966657295457244	-1.3268349231327115	-1.4140707379331547	-0.39733937588143864	0.27831923624524896	-1.3943684428421177	0.08499474069074087
('CPE', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	1.0949674013314474	0.018945514998338724	2.0153103596800865	0.9386913846495278	-0.4690124629558773	0.03786763659621844	-0.7175876981376079	-0.9683167464837489	-1.765264884724005	-0.25560550900562246	0.04364489507859831	0.026360108972640656
('SORL1', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): False<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	0.6113661528228528	0.9028762579432834	1.6998597956880004	1.3967940025932486	-0.8015225128742142	0.8026206417076625	-0.7199636856646535	-0.7247097501675762	-0.9196395623335519	-0.8710560925163521	-0.4782236674242974	-0.8984015797744079
('EPCAM', 'extracellular matrix organization (GO:0030198): False<p> Pval 2.26136786754e-17</p>', 'extracellular structure organization (GO:0043062): False<p> Pval 2.44783599027e-17</p>', 'collagen fibril organization (GO:0030199): False<p> Pval 6.20717144049e-11</p>', 'regulation of cell adhesion (GO:0030155): True<p> Pval 1.66645679834e-09</p>', 'response to acid chemical (GO:0001101): False<p> Pval 1.24055636792e-08</p>', 'chemotaxis (GO:0006935): False<p> Pval 6.18177596051e-09</p>', 'taxis (GO:0042330): False<p> Pval 6.18177596051e-09</p>', 'intermediate filament organization (GO:0045109): False<p> Pval 3.96210279076e-08</p>', 'extracellular matrix disassembly (GO:0022617): False<p> Pval 2.34064833975e-09</p>', 'cell chemotaxis (GO:0060326): False<p> Pval 9.5698292793e-09</p>')	0.7407664272675976	0.6152877823648593	1.8286538816501214	1.0055436067235133	1.0270391909219783	-0.2819954186082065	-0.45158014270734437	-0.9599843415477401	-1.0979460229884082	-1.2403725468612288	-0.5180175830116335	-0.667394833203504
